Domain name,Domain type,Organization name,Suborganization name,City,State,Security contact email
fcsic.gov,Federal - Executive,Farm Credit Administration,Farm Credit System Insurance Corporation,McLean,VA,securityvdp@fcsic.gov
accedeainternet.gov,Federal - Executive,Federal Communications Commission,,Washington,DC,NSOC-monitor@fcc.gov
acpbenefit.gov,Federal - Executive,Federal Communications Commission,,Washington,DC,nsoc-monitor@fcc.gov
broadbandmap.gov,Federal - Executive,Federal Communications Commission,,Washington,DC,nsoc-monitor@fcc.gov
fcc.gov,Federal - Executive,Federal Communications Commission,,Washington,DC,nsoc-monitor@fcc.gov
getinternet.gov,Federal - Executive,Federal Communications Commission,,Washington,DC,nsoc-monitor@fcc.gov
fdicconnect.gov,Federal - Executive,Federal Deposit Insurance Corporation,,Arlington,DC,NetworkOps@fdic.gov
fdic.gov,Federal - Executive,Federal Deposit Insurance Corporation,,Arlington,DC,NetworkOps@fdic.gov
fdicig.gov,Federal - Executive,Federal Deposit Insurance Corporation,,Arlington,DC,NetworkOps@fdic.gov
fdicoig.gov,Federal - Executive,Federal Deposit Insurance Corporation,,Arlington,DC,NetworkOps@fdic.gov
myfdic.gov,Federal - Executive,Federal Deposit Insurance Corporation,,Arlington,DC,NetworkOps@fdic.gov
ofia.gov,Federal - Executive,Federal Deposit Insurance Corporation,,Arlington,DC,NetworkOps@fdic.gov
fec.gov,Federal - Executive,Federal Election Commission,Federal Election Commission,Washington,DC,FECSec@fec.gov
ferc.gov,Federal - Executive,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,Washington,DC,soc@ferc.gov
fhfa.gov,Federal - Executive,Federal Housing Finance Agency,Federal Housing Finance Agency,Washington,DC,domainsecurity@fhfa.gov
fhfaoig.gov,Federal - Executive,Federal Housing Finance Agency,Federal Housing Finance Agency Office of Inspector General ,Washington,DC,ReportAbuse@fhfaoig.gov
mortgagetranslations.gov,Federal - Executive,Federal Housing Finance Agency,Federal Housing Finance Agency,Washington,DC,domainsecurity@fhfa.gov
flra.gov,Federal - Executive,Federal Labor Relations Authority,Federal Labor Relations Authority,Washington,DC,itsec@flra.gov
fmc.gov,Federal - Executive,Federal Maritime Commission,Federal Maritime Commission,Washington,DC,oit-maritime@fmc.gov
adr.gov,Federal - Executive,Federal Mediation and Conciliation Service,Office of Conflict Management and Prevention,Washington,DC,security@fmcs.gov
fmcs.gov,Federal - Executive,Federal Mediation and Conciliation Service,Federal Mediation and Conciliation Service,Washington,DC,security@fmcs.gov
fmshrc.gov,Federal - Executive,Federal Mine Safety and Health Review Commission,Federal Mine Safety & Health Review Commission,Washington,DC,ITSecurity@fmshrc.gov
fpisc.gov,Federal - Executive,Federal Permitting Improvement Steering Council,,Washington,DC,gsa-vulnerability-reports@gsa.gov
permitting.gov,Federal - Executive,Federal Permitting Improvement Steering Council,,Washington,DC,gsa-vulnerability-reports@gsa.gov
billetes.gov,Federal - Executive,Federal Reserve Board of Governors,,Washington,DC,charles.b.young@frb.gov
fbiic.gov,Federal - Executive,Federal Reserve Board of Governors,The Financial and Banking Information Infrastructure Committee,Washington,DC,charles.b.young@frb.gov
federalreserveconsumerhelp.gov,Federal - Executive,Federal Reserve Board of Governors,Board of Governors of the Federal Reserve,Washington,DC,charles.b.young@frb.gov
federalreserve.gov,Federal - Executive,Federal Reserve Board of Governors,Federal Reserve Bank,Washington,DC,charles.b.young@frb.gov
fedezfile.gov,Federal - Executive,Federal Reserve Board of Governors,,Washington,DC,(blank)
fedpartnership.gov,Federal - Executive,Federal Reserve Board of Governors,,Washington,DC,charles.b.young@frb.gov
fedres.gov,Federal - Executive,Federal Reserve Board of Governors,,Washington,DC,external.incident.reporting@frb.gov
ffiec.gov,Federal - Executive,Federal Reserve Board of Governors,Federal Financial Institutions Examination Council,Washington,DC,charles.b.young@frb.gov
frb.gov,Federal - Executive,Federal Reserve Board of Governors,,Washington,DC,charles.b.young@frb.gov
frs.gov,Federal - Executive,Federal Reserve Board of Governors,,Washington,DC,charles.b.young@frb.gov
newmoney.gov,Federal - Executive,Federal Reserve Board of Governors,,Washington,DC,charles.b.young@frb.gov
oasis.gov,Federal - Executive,Federal Reserve Board of Governors,,Washington,DC,charles.b.young@frb.gov
supervisioncentral.gov,Federal - Executive,Federal Reserve Board of Governors,Division of Information Technology,Washington,DC,(blank)
uscurrency.gov,Federal - Executive,Federal Reserve Board of Governors,,Washington,DC,external.incident.reporting@frb.gov
alertaenlinea.gov,Federal - Executive,Federal Trade Commission,Division of Consumer & Business Education (DCBE),Washington,DC,security@ftc.gov
consumer.gov,Federal - Executive,Federal Trade Commission,Division of Consumer & Business Education (DCBE),Washington,DC,security@ftc.gov
consumersentinel.gov,Federal - Executive,Federal Trade Commission,Division of Consumer Response & Operations (DCRO),Washington,DC,security@ftc.gov
consumidor.gov,Federal - Executive,Federal Trade Commission,Division of Consumer & Business Education (DCBE),Washington,DC,security@ftc.gov
donotcall.gov,Federal - Executive,Federal Trade Commission,Division of Consumer Response & Operations (DCRO),Washington,DC,security@ftc.gov
dontserveteens.gov,Federal - Executive,Federal Trade Commission,Division of Consumer & Business Education (DCBE),Washington,DC,security@ftc.gov
econsumer.gov,Federal - Executive,Federal Trade Commission,Office of Internal Affairs (OIA),Washington,DC,security@ftc.gov
ftc.gov,Federal - Executive,Federal Trade Commission,Office of Public Affairs (OPA),Washington,DC,security@ftc.gov
hsr.gov,Federal - Executive,Federal Trade Commission,Premerger Notification Office (PNO),Washington,DC,security@ftc.gov
identitytheft.gov,Federal - Executive,Federal Trade Commission,Division of Consumer Response & Operations (DCRO),Washington,DC,security@ftc.gov
idtheft.gov,Federal - Executive,Federal Trade Commission,Division of Consumer Response & Operations (DCRO),Washington,DC,security@ftc.gov
militaryconsumer.gov,Federal - Executive,Federal Trade Commission,Division of Consumer & Business Education (DCBE),Washington,DC,security@ftc.gov
onguardonline.gov,Federal - Executive,Federal Trade Commission,Division of Consumer & Business Education (DCBE),Washington,DC,security@ftc.gov
robodeidentidad.gov,Federal - Executive,Federal Trade Commission,Division of Consumer Response & Operations (DCRO),Washington,DC,security@ftc.gov
sentinel.gov,Federal - Executive,Federal Trade Commission,Division of Consumer Response & Operations (DCRO),Washington,DC,security@ftc.gov
18f.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
400yaahc.gov,Federal - Executive,General Services Administration,400 Years of African American History Commission,Washington,DC,gsa-vulnerability-reports@gsa.gov
accessibility.gov,Federal - Executive,General Services Administration,"GSA, IC, OGP Web Portfolio",Washington,DC,gsa-vulnerability-reports@gsa.gov
acquisitiongateway.gov,Federal - Executive,General Services Administration,"GSA, FAS, Office of Enterprise Strategy Management",Washington,DC,gsa-vulnerability-reports@gsa.gov
acquisition.gov,Federal - Executive,General Services Administration,"GSA, IC, Acquisition",Arlington,VA,gsa-vulnerability-reports@gsa.gov
afadvantage.gov,Federal - Executive,General Services Administration,"GSA, FAS, Advantage",Washington,DC,gsa-vulnerability-reports@gsa.gov
benefits.gov,Federal - Executive,General Services Administration,Office of the Chief Information Officer,Washington,DC,gsa-vulnerability-reports@gsa.gov
businessusa.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
buyaccessible.gov,Federal - Executive,General Services Administration,"GSA, IC, OGP Web Portolio",Washington,DC,gsa-vulnerability-reports@gsa.gov
buyamerican.gov,Federal - Executive,General Services Administration,"GSA, FAS, Acquisition",Washington,DC,gsa-vulnerability-reports@gsa.gov
cao.gov,Federal - Executive,General Services Administration,"GSA, IC, Acquisition",Washington,DC,gsa-vulnerability-reports@gsa.gov
cbca.gov,Federal - Executive,General Services Administration,Civilian Board of Contract Appeals,Washington,DC,gsa-vulnerability-reports@gsa.gov
cdo.gov,Federal - Executive,General Services Administration,General Services Administration,Washington,DC,gsa-vulnerability-reports@gsa.gov
cfo.gov,Federal - Executive,General Services Administration,"GSA, IC, OGP Web Portfolio",Washington,DC,gsa-vulnerability-reports@gsa.gov
challenge.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
cio.gov,Federal - Executive,General Services Administration,"GSA, CIO.GOV",Washington,DC,gsa-vulnerability-reports@gsa.gov
citizenscience.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
cloud.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
code.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
coffa.gov,Federal - Executive,General Services Administration,OGP/OSSPI/Executive Councils,Washington,DC,(blank)
computersforlearning.gov,Federal - Executive,General Services Administration,"GSA, FAS, ClearPath",Arlington,VA,gsa-vulnerability-reports@gsa.gov
consumeraction.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
contractdirectory.gov,Federal - Executive,General Services Administration,"GSA, FAS, FPDS",Arlington,VA,gsa-vulnerability-reports@gsa.gov
councils.gov,Federal - Executive,General Services Administration,Office of Government-wide Policy,Washington,DC,gsa-vulnerability-reports@gsa.gov
cpars.gov,Federal - Executive,General Services Administration,"GSA, FAS, System for Award Management",Washington,DC,gsa-vulnerability-reports@gsa.gov
data.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
digitaldashboard.gov,Federal - Executive,General Services Administration,"GSA, IC, OGP Web Portfolio",Washington,DC,gsa-vulnerability-reports@gsa.gov
digital.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
digitalgov.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
ecpic.gov,Federal - Executive,General Services Administration,"GSA, FAS, ECPIC",Washington,DC,gsa-vulnerability-reports@gsa.gov
esrs.gov,Federal - Executive,General Services Administration,"GSA, FAS, System for Award Management",Arlington,VA,gsa-vulnerability-reports@gsa.gov
evaluation.gov,Federal - Executive,General Services Administration,Office of Government-wide Policy,Washington,DC,gsa-vulnerability-reports@gsa.gov
facadatabase.gov,Federal - Executive,General Services Administration,"GSA, IDI, Enterprise Application Services",Washington,DC,gsa-vulnerability-reports@gsa.gov
faca.gov,Federal - Executive,General Services Administration,"GSA, IDI, ECAS II",Washington,DC,gsa-vulnerability-reports@gsa.gov
fac.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,fac@gsa.gov
fai.gov,Federal - Executive,General Services Administration,"GSA, IC, FAI",Washington,DC,gsa-vulnerability-reports@gsa.gov
fapiis.gov,Federal - Executive,General Services Administration,"GSA, IQ, IAE",Washington,DC,gsa-vulnerability-reports@gsa.gov
fbf.gov,Federal - Executive,General Services Administration,"GSA, IQ-CAP",Washington,DC,gsa-vulnerability-reports@gsa.gov
fbo.gov,Federal - Executive,General Services Administration,"GSA, IC, Acquisition",Arlington,VA,gsa-vulnerability-reports@gsa.gov
fcsm.gov,Federal - Executive,General Services Administration,General Services Administration ,Washington,DC,DL.OMB.NetSecurity@omb.eop.gov
fdms.gov,Federal - Executive,General Services Administration,"GSA, IQ, eRulemaking",Washington,DC,gsa-vulnerability-reports@gsa.gov
fedidcard.gov,Federal - Executive,General Services Administration,"GSA, IQ, CAT",Washington,DC,gsa-vulnerability-reports@gsa.gov
fedinfo.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
fedramp.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
fedrooms.gov,Federal - Executive,General Services Administration,"GSA, IDI, ECAS II",Arlington,VA,gsa-vulnerability-reports@gsa.gov
firstgov.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
fleet.gov,Federal - Executive,General Services Administration,General Services Administration,Washington DC,DC,anthony.konkwo@gsa.gov
fmi.gov,Federal - Executive,General Services Administration,"GSA, IC, OGP WebPortfolio",Washington,DC,gsa-vulnerability-reports@gsa.gov
forms.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
fpc.gov,Federal - Executive,General Services Administration,"GSA, TTS, Federalist",Washington,DC,gsa-vulnerability-reports@gsa.gov
fpds.gov,Federal - Executive,General Services Administration,"GSA, IQ-FPDS-FPDS Portal",Arlington,VA,gsa-vulnerability-reports@gsa.gov
fpki.gov,Federal - Executive,General Services Administration,"GSA, Q-FPKI",Washington,DC,gsa-vulnerability-reports@gsa.gov
fpki-lab.gov,Federal - Executive,General Services Administration,"GSA, Q-FPKI",Washington,DC,gsa-vulnerability-reports@gsa.gov
fsd.gov,Federal - Executive,General Services Administration,"GSA, IQ-FSD-FSD Portal",Arlington,VA,gsa-vulnerability-reports@gsa.gov
fsrs.gov,Federal - Executive,General Services Administration,"GSA, IQ-ESRS-FSRS",Crystal City,VA,gsa-vulnerability-reports@gsa.gov
gobiernousa.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
go.gov,Federal - Executive,General Services Administration,"Federal Acquisition Service, Office of Travel, Employee Relocation and Transportation",Washington,DC,gsa-vulnerability-reports@gsa.gov
govloans.gov,Federal - Executive,General Services Administration,Office of the Chief Information Officer,Washington,DC,gsa-vulnerability-reports@gsa.gov
gsaadvantage.gov,Federal - Executive,General Services Administration,"GSA, IQ-GSAAdvantage-Main",Washington,DC,gsa-vulnerability-reports@gsa.gov
gsaauctions.gov,Federal - Executive,General Services Administration,"GSA, IQ-SASy-GSAAuctions",Washington,DC,gsa-vulnerability-reports@gsa.gov
gsafleet.gov,Federal - Executive,General Services Administration,General Services Administration,Washington DC,DC,anthony.konkwo@gsa.gov
gsa.gov,Federal - Executive,General Services Administration,"GSA, IDI, ECAS II",Washington,DC,gsa-vulnerability-reports@gsa.gov
gsaig.gov,Federal - Executive,General Services Administration,GSA Office of Inspector General,Washington,DC,scott.nelson@gsaig.gov
gsatest2.gov,Federal - Executive,General Services Administration,"GSA, IDI, ECAS II",Washington,DC,gsa-vulnerability-reports@gsa.gov
identitysandbox.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
idmanagement.gov,Federal - Executive,General Services Administration,"GSA, IC, OGP Web Portfolio",Washington,DC,gsa-vulnerability-reports@gsa.gov
info.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
innovation.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
itdashboard.gov,Federal - Executive,General Services Administration,"GSA, Office of Government-wide Policy",Washington,DC,gsa-vulnerability-reports@gsa.gov
kids.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
login.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
madeinamerica.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
ncmms.gov,Federal - Executive,General Services Administration,GSA IT,DC,DC,Gsa-vulnerability-reports@gsa.gov
notify.gov,Federal - Executive,General Services Administration,TTS Public Benefits Studio,Washington,DC,timothy.lowden@gsa.gov
paymentaccuracy.gov,Federal - Executive,General Services Administration,General Services Administration,Washington,DC,DL.OMB.NetSecurity@omb.eop.gov
performance.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
pic.gov,Federal - Executive,General Services Administration,"GSA, IC, OGP Web Portfolio",Washington,DC,gsa-vulnerability-reports@gsa.gov
pif.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
pki.gov,Federal - Executive,General Services Administration,"GSA, FAS, FPKI",Washington,DC,gsa-vulnerability-reports@gsa.gov
pki-lab.gov,Federal - Executive,General Services Administration,"GSA, FAS, FPKI",Washington,DC,gsa-vulnerability-reports@gsa.gov
plainlanguage.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
ppms.gov,Federal - Executive,General Services Administration,General Services Administration,Washington,DC,gsa-vulnerability-reports@gsa.gov
presidentialinnovationfellows.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
ptt.gov,Federal - Executive,General Services Administration,"GSA, IDI, Presidential Transition Team",Washington,DC,gsa-vulnerability-reports@gsa.gov
realestatesales.gov,Federal - Executive,General Services Administration,"GSA, FAS, SASy",Washington,DC,gsa-vulnerability-reports@gsa.gov
realpropertyprofile.gov,Federal - Executive,General Services Administration,"GSA, IDI,EAS",Washington,DC,gsa-vulnerability-reports@gsa.gov
reginfo.gov,Federal - Executive,General Services Administration,"GSA, IC, ROCIS",Washington,DC,gsa-vulnerability-reports@gsa.gov
regulations.gov,Federal - Executive,General Services Administration,"GSA, IQ, eRulemaking",Washington,DC,gsa-vulnerability-reports@gsa.gov
reporting.gov,Federal - Executive,General Services Administration,"GSA, IDI, EAS-SF",Washington,DC,gsa-vulnerability-reports@gsa.gov
rocis.gov,Federal - Executive,General Services Administration,"GSA, IC, ROCIS",Washington,DC,gsa-vulnerability-reports@gsa.gov
rpa.gov,Federal - Executive,General Services Administration,General Services Administration,Washington,DC,gsa-vulnerability-reports@gsa.gov
sam.gov,Federal - Executive,General Services Administration,"GSA, FAS, System for Award Management",Arlington,VA,gsa-vulnerability-reports@gsa.gov
sbst.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
search.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
section508.gov,Federal - Executive,General Services Administration,"GSA, IC, OGP Web Portfolio",Washington,DC,gsa-vulnerability-reports@gsa.gov
sftool.gov,Federal - Executive,General Services Administration,"GSA, IC, OGP Web Portfolio",Chicago,IL,gsa-vulnerability-reports@gsa.gov
statspolicy.gov,Federal - Executive,General Services Administration,General Services Administration ,Washington,DC,DL.OMB.NetSecurity@omb.eop.gov
thenamingcommission.gov,Federal - Executive,General Services Administration,The Confederate Base Naming Commission,Indianapolis,IN,gsa-vulnerability-reports@gsa.gov
usability.gov,Federal - Executive,General Services Administration,General Services Administration,Washington,DC,gsa-vulnerability-reports@gsa.gov
usa.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
usagov.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
usai.gov,Federal - Executive,General Services Administration,"Federal Acquisition Service, Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
us.gov,Federal - Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",Washington,DC,gsa-vulnerability-reports@gsa.gov
ussm.gov,Federal - Executive,General Services Administration,"GSA, OGP, Web Portfolio",Washington,DC,gsa-vulnerability-reports@gsa.gov
ata.gov,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,(blank)
dns.gov,Federal - Executive,.gov Administration,Infrastructure Commission,Arlington,VA,(blank)
domainops.gov,Federal - Executive,.gov Administration,Council of Test Administration,Ashburn,VA,(blank)
dotgov.gov,Federal - Executive,.gov Administration,Infrastructure Commission,Arlington,VA,(blank)
ecfc.gov,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,(blank)
erpo.gov,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,(blank)
fraho.gov,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,(blank)
igorville.gov,Federal - Executive,.gov Administration,Council of Test Administration,Ashburn,VA,(blank)
jpo.gov,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,(blank)
lfs.gov,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,(blank)
nic.gov,Federal - Executive,.gov Administration,Infrastructure Commission,Arlington,VA,(blank)
nrpo.gov,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,(blank)
ns.gov,Federal - Executive,.gov Administration,Infrastructure Commission,Arlington,VA,dotgov@cloudflare.com
osdls.gov,Federal - Executive,.gov Administration,.gov Administration,Washington,DC,(blank)
owc.gov,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,(blank)
psd.gov,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,(blank)
psup.gov,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,(blank)
pubservices.gov,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,(blank)
rpo.gov,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,(blank)
restorethegulf.gov,Federal - Executive,Gulf Coast Ecosystem Restoration Council,National Oceanic and Atmospheric Administration (NOAA),Silver Spring,MD,security@noaa.gov
truman.gov,Federal - Executive,Harry S. Truman Scholarship Foundation,Harry S. Truman Scholarship Foundation,Washington,DC,(blank)
imls.gov,Federal - Executive,Institute of Museum and Library Services,Institute of Museum and Library Services,Washington,DC,infosec@imls.gov
informationliteracy.gov,Federal - Executive,Institute of Museum and Library Services,Institute of Museum and Library Services,Washington,DC,infosec@imls.gov
pcah.gov,Federal - Executive,Institute of Museum and Library Services,Institute of Museum and Library Services,Washington,DC,cybersec@imls.gov
iaf.gov,Federal - Executive,Inter-American Foundation,Inter-American Foundation,Washington,DC,iafhelpdesk@iaf.gov
jamesmadison.gov,Federal - Executive,James Madison Memorial Fellowship Foundation,James Madison Memorial Fellowship Foundation,Alexandria,VA,kevin.hite@smeinc.net
jusfc.gov,Federal - Executive,Japan-U.S. Friendship Commission,Japan-US Friendship Commission,Washington,DC,jusfc@jusfc.gov
kennedy-center.gov,Federal - Executive,John F. Kennedy Center for the Performing Arts,John F Kennedy Center for Performing Arts,Washington,DC,sbsellappan@kennedy-center.org
lsc.gov,Federal - Executive,Legal Services Corporation,Legal Services Corporation,Washington,DC,oitohelpdesk@lsc.gov
mmc.gov,Federal - Executive,Marine Mammal Commission,Marine Mammal Commission,Bethesda,MD,pchin@mmc.gov
mspb.gov,Federal - Executive,Merit Systems Protection Board,US Merit Systems Protection Board,Washington,DC,craig.thomas@mspb.gov
mcc.gov,Federal - Executive,Millennium Challenge Corporation,Millennium Challenge Corporation,Washington,DC,MCCCISOTeam@mcc.gov
mcctest.gov,Federal - Executive,Millennium Challenge Corporation,Millennium Challenge Corporation,Washington,DC,MCCCISOTeam@mcc.gov
ecr.gov,Federal - Executive,Morris K. Udall and Stewart L. Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,Tucson,AZ,securityreporting@udall.gov
udall.gov,Federal - Executive,Morris K. Udall and Stewart L. Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,Tucson,AZ,securityreporting@udall.gov
earth.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Earth Science Division,Washington,DC,soc@nasa.gov
globe.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Science Data Systems Branch,Greenbelt,MD,soc@nasa.gov
nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Huntsville,AL,soc@nasa.gov
scijinks.gov,Federal - Executive,National Aeronautics and Space Administration,Jet Propulsion Lab Communications and Education Directorate,Huntsville,AL,soc@nasa.gov
usgeo.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Langley Research Center,Huntsville,AL,soc@nasa.gov
9-11commission.gov,Federal - Executive,National Archives and Records Administration,,College Park,MD,security-vdp@nara.gov
911commission.gov,Federal - Executive,National Archives and Records Administration,,College Park,MD,security-vdp@nara.gov
archives.gov,Federal - Executive,National Archives and Records Administration,,College Park,MD,security-vdp@nara.gov
bidenlibrary.gov,Federal - Executive,National Archives and Records Administration,,College Park,MD,security-vdp@nara.gov
bidenwhitehouse.gov,Federal - Executive,National Archives and Records Administration,National Archives and Records Adminstration,College Park,MD,security-vdp@nara.gov
bush41library.gov,Federal - Executive,National Archives and Records Administration,,College Park,MD,security-vdp@nara.gov
clintonlibrary.gov,Federal - Executive,National Archives and Records Administration,William Clinton Presidential Library,Little Rock,AR,security-vdp@nara.gov
d250.gov,Federal - Executive,National Archives and Records Administration,,College Park,MD,security-vdp@nara.gov
dd214.gov,Federal - Executive,National Archives and Records Administration,,College Park,MD,security-vdp@nara.gov
declaration250.gov,Federal - Executive,National Archives and Records Administration,,College Park,MD,security-vdp@nara.gov
eisenhowerlibrary.gov,Federal - Executive,National Archives and Records Administration,,College Park,MD,security-vdp@nara.gov
emergency-federal-register.gov,Federal - Executive,National Archives and Records Administration,,College Park,MD,security-vdp@nara.gov
fcic.gov,Federal - Executive,National Archives and Records Administration,,College Park,MD,security-vdp@nara.gov
fordlibrarymuseum.gov,Federal - Executive,National Archives and Records Administration,Gerald R. Ford Library and Museum,College Park,MD,security-vdp@nara.gov
frc.gov,Federal - Executive,National Archives and Records Administration,,College Park,MD,security-vdp@nara.gov
georgewbushlibrary.gov,Federal - Executive,National Archives and Records Administration,,College Park,MD,security-vdp@nara.gov
history.gov,Federal - Executive,National Archives and Records Administration,,College Park,MD,security-vdp@nara.gov
jfklibrary.gov,Federal - Executive,National Archives and Records Administration,,College Park,MD,security-vdp@nara.gov
jimmycarterlibrary.gov,Federal - Executive,National Archives and Records Administration,Jimmy Carter Library & Museum,College Park,MD,security-vdp@nara.gov
lbjlibrary.gov,Federal - Executive,National Archives and Records Administration,,College Park,MD,security-vdp@nara.gov
nara.gov,Federal - Executive,National Archives and Records Administration,,College Park,MD,security-vdp@nara.gov
nixonlibrary.gov,Federal - Executive,National Archives and Records Administration,NPOL,College Park,MD,security-vdp@nara.gov
obamalibrary.gov,Federal - Executive,National Archives and Records Administration,,College Park,MD,security-vdp@nara.gov
obamawhitehouse.gov,Federal - Executive,National Archives and Records Administration,,College Park,MD,security-vdp@nara.gov
ourdocuments.gov,Federal - Executive,National Archives and Records Administration,,College Park,MD,security-vdp@nara.gov
reaganlibrary.gov,Federal - Executive,National Archives and Records Administration,Policy and Planning,College Park,MD,security-vdp@nara.gov
recordsmanagement.gov,Federal - Executive,National Archives and Records Administration,,College Park,MD,security-vdp@nara.gov
trumanlibrary.gov,Federal - Executive,National Archives and Records Administration,,College Park,MD,security-vdp@nara.gov
trumplibrary.gov,Federal - Executive,National Archives and Records Administration,,College Park,MD,security-vdp@nara.gov
trumpwhitehouse.gov,Federal - Executive,National Archives and Records Administration,,College Park,MD,security-vdp@nara.gov
wartimecontracting.gov,Federal - Executive,National Archives and Records Administration,,College Park,MD,security-vdp@nara.gov
webharvest.gov,Federal - Executive,National Archives and Records Administration,,College Park,MD,security-vdp@nara.gov
ncpc.gov,Federal - Executive,National Capital Planning Commission,National Capital Planning Commission,Washington,DC,csirt@ncpc.gov
ncd.gov,Federal - Executive,National Council on Disability,National Council on Disability,Washington,DC,kwoods@ncd.gov
mycreditunion.gov,Federal - Executive,National Credit Union Administration,National Credit Union Administration,Alexandria,VA,SOC@ncua.gov
